minter,buyer,value
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
