50,43103830210881067813612,911830874147943035,21121445875316939661,2721515220752241648643
51,3781713523029143624532,527663338735927570,7488429212579491406,3595194171531351896507
52,2773505719398492313833,2013196642235817930,334850382874390090636,21633445039232685887322
53,1973591813000104130276,50885554622452090,51562530825025189788,2183078068370689166568
54,132438555760867969649,242506348173827755,62976225658324111835,2462596005787576607393
55,44755686798287168938260,19479160543366493,9349057438599616142,2031058371127922295327
56,2273927206872203785571,1130658667655363858,26470973033945779463,1355820698550497628899
57,21889057325462619712784,904218017272493524,341776283880098180987,13436882082063451921142
58,812624497628553208100,1032333565955007256,166734568248186432,4258032616931261710151
59,935558536493577326144,95528793039193121,85208661805368720595,5751166289212248244172
60,4809855505580250469,1551562041694078625,10859659406608295830,4135892589049174343333
61,3690414266337453774189,47826130679991862,4401369690516369392,971800861296741518084
62,22438256598487325676439,527922796569301256,38157619960117872214,6517728867346800785062
63,50899472351719594862312,191802713444971151,224502061516910695637,656212988538883642080
64,13019040418783376952698,313121177198829671,18104035917149949499,11244434152404169329105
65,106653836163522577127,82317834924095894,5779265225783327242,2550295796065468316008
66,2219098970167445943156,656896174302455772,715767293278349815409,571224199858463845544
67,170979398384268783732,1276429529322351921,35291063423242456861,3568387873308718786198
68,214131146272561812776,7374716566285679,6475898237463962443,103808170084702045837
69,1062762481328905029616,106953878618201133,3721559501197893870,96773957120620024022
70,22102678466809867622895,350009215241455889,209611687668276887269,3339792356475438286553
71,3661332630818302510562,345991620171497568,17894145262746159386,9601503493339673007741
72,101874267714158208140,435652335326564431,2173632244753166753,7331736390565342773647
73,6518993857427409600772,255744610466462814,48233117190198634631,42587670087990864168736
74,3539186468149348722583,4408679885335775677,38956999513883350708,259788498898513546210
75,6823893753134498149132,455949731473283589,73002255018403297189,2548457356782834553093
76,13385469185227149627385,140101663830560655,295439546670324935999,617118180709544506255
77,19154470298992190416782,26331118055678096,4901007760787395303,3259383973060782954811
78,6049905604761510020488,140982209505866788,4774133708943648291,200773201176929957711
79,19871277882745833519632,13594199257466482,15353493174303115414,8593029028532743882770
80,6000270689075422478957,108914055798873403,12036472528930218610,10501853700286893822766
81,2526054834166303177660,38708477916621023,93060995498516104731,194289260785877605036
82,451886693034664752751,183780578460416669,63252279967676691711,886429838203889765548
83,11723105852404181585266,530291266162822854,20553175662528928206,8132036316623211311959
84,519716466888615803811,5373168769029788466,863274372090559528020,17761440648592881987670
85,675711881780225031389,8563728794371981,2382512953700589276,498290904746462026238
86,727823218658402358743,348291475048075311,1131254737300918992,12841671214310616494437
87,13824256597301910981891,58102531441181365,6218711977120459304,25559815033051519473581
88,57144312149073871306138,100371805889320846,165601081456102511213,5263249900170098174157
89,7407540829617184484367,50495431019974664,90361457337247350742,8214097562522562196835
90,44301956924684841187979,3369828391415550930,215264257271218501212,25822760739598248008295
91,10613651997647804741402,1204569367872877062,31809700386889758874,16501440774915762454288
92,7003535916947463795159,2536548793717484486,1167747005536982368,6347864619099024204004
93,535232182876272604499,7442171491348871,7087162110020528889,1552561479845213137244
94,11305103481920705240408,232397571095449290,92568675785052303002,10108613030905771251296
95,2058344680081890961450,72072434106812031,71399492725258888647,1137728976952254244496
96,2096454402772550218655,199480377874953762,2992672923213026888,3054179205513259882323
97,7066817568440911324793,335033152020153607,32571701908138779482,2035479329898715650532
98,3854291343164829273801,1329773134235254206,181505518815897166665,21035566226873639945838
99,19959835967421944909573,130291887984357984,291580930860076112907,1152820262912607929970
